id|Title|Brand|Type|Sex|Size|SizeParams|SizeArray|Color|Country|Price|Image
365|LuckyDogMsk / Куртка "Облачко"|LuckyDogMsk|куртка|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|20,2XS,20;25,XS,25;30,S,30;35,M,35;40,L,40;45,XL,45;50,2XL,50;55,3XL,55;|небесно-голубой|Россия|3790|images.wbstatic.net/c516x688/new/17070000/17077906-1.jpg
366|Dogs Bomba / Зимний комбинезон "LOVE" такса|Dogs Bomba||унисекс|для всех пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|1Т,1Т,46,38,38;2Т,2Т,52,40,40;3Т,3Т,46,44,40;4Т,4Т,58,47,44;5Т,5Т,66,50,48;|желтый||3690|images.wbstatic.net/c516x688/new/16660000/16662787-1.jpg
367|Arnydog / Куртка для собак/попона для собак /зимняя одежда для животных /с капюшоном|Arnydog|куртка|унисекс|для мелких и средних пород; для средних; малый|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|XS,XS,28,18;S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;|серый|Россия|1218|images.wbstatic.net/c516x688/new/17100000/17100920-1.jpg
368|Орлова Екатерина / Свитер для собак /кошек|Орлова Екатерина|свитер|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;L,XL,40-45,27-31,28-35;|лазурный|Россия|950|images.wbstatic.net/c516x688/new/7260000/7261710-1.jpg
369|Arnydog / Куртка для собак /одежда для животных /куртка для животных /пуховик для собак|Arnydog|куртка|унисекс|для мелких и средних пород; для средних; малый|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;XXL,XXL,52,40;|темно-синий|Россия|1288|images.wbstatic.net/c516x688/new/17870000/17875437-1.jpg
370|Тузик / Комбинезон зимний на синтепоне|Тузик|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Басенджи,басенджи,54-56,43-45,37,39,43-46;Бигль,бигль,67-68,58-60,44-48,45,42-44;Китайская хохлатая,Кит.хохл,46-48,39-42,26,36-37,37-39;Джек рассел,джек рассел,55-57,46-47,36,36-40,37;Левретка,левретка,46-51,36-42,25-28,40,42-43;Мопс,мопс,60,53,43,30,34-36;Йорк 2,Йорк,38-39,34,28-29,31,27;Такса большая,Такса большая,56-60,51-53,38-44,47-50,30-33;Такса кроличья,Такса крол.,46-47,39-40,32-33,35,26;Такса средняя,Такса средняя,50-52,45,36,41-42,28;Французский бульдог,француз.б-г,63-68,55-57,46-50,36-40,39-40;Цвергшнауцер,Цвергшнауцер,57-58,48-51,34-35,37,39-40;|бежевый|Россия|3320|images.wbstatic.net/c516x688/new/10420000/10428343-1.jpg
371|Удачная покупка / Жилет для животных|Удачная покупка|жилет|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина, в см;|5XL,5XL,68,55,56;M,M,42,32,25;|черный, темно-красный|Китай|1529|images.wbstatic.net/c516x688/new/6090000/6097517-1.jpg
372|Royal Dog / Зимний комбинезон для собак Премиум, девочка|Royal Dog|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,S,20;25,M,25;30,L,30;|вишнево-красный||6636|images.wbstatic.net/c516x688/new/16680000/16689131-1.jpg
373|Yoriki / Комбинезон для собак Алфавит х/б (самец)|Yoriki|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|синий|Россия|1989|images.wbstatic.net/c516x688/new/12190000/12192006-1.jpg
374|Doggy Style / Дождевик|Doggy Style|дождевик|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|L-мелкие,L,46-48,31-33;M-мелкие,M,41-43,28-30;S-мелкие,S,36-38,23-25;XL-мелкие,XL,51-53,33-35;XS-мелкие,XS,31-33,18-20;|салатовый, красный||1500|images.wbstatic.net/c516x688/new/2450000/2457511-1.jpg
375|Yoriki / Футболка для собак В Точку|Yoriki|футболка|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|розовый|Россия|1285|images.wbstatic.net/c516x688/new/12310000/12313995-1.jpg
376|ForMyDogs / Комбинезон для собак черный "Сканди" (мальчики)|ForMyDogs|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;17,22,56,42;|черный|Китай|3397|images.wbstatic.net/c516x688/new/19270000/19278945-1.jpg
377|ForMyDogs / Свитер для собак "Лебедь" черный|ForMyDogs|свитер|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,8-10,32,24;11,10-12,36,27;13,12-14,40,30;14,14-16,44,33;15,16-18,48,36;16,18-20,52,39;|черный|Китай|1676|images.wbstatic.net/c516x688/new/16220000/16220304-1.jpg
378|Doggy Style / Дождевик|Doggy Style|дождевик|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|L-мелкие,L,46-48,31-33;M-мелкие,M,41-43,28-30;S-мелкие,S,36-38,23-25;XL-мелкие,XL,51-53,33-35;XS-мелкие,XS,31-33,18-20;|салатовый, красный||1500|images.wbstatic.net/c516x688/new/2450000/2457511-1.jpg
379|ForMyDogs / Куртка для собак вязаная|ForMyDogs|куртка|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,8-10,32,24;11,10-12,36,27;13,12-14,40,30;14,14-16,44,33;15,16-18,48,36;16,18-20,52,39;|розовый||2848|images.wbstatic.net/c516x688/new/10080000/10082969-1.jpg
380|ForMyDogs / Одежда для собак - тёплая попона|ForMyDogs|попона|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;30,D3,105,80;|синий|Китай|4336|images.wbstatic.net/c516x688/new/10890000/10897066-1.jpg
381|ForMyDogs / Зимний комбинезон для собак хаки-красный (мальчики)|ForMyDogs|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|хаки, красный|Китай|5052|images.wbstatic.net/c516x688/new/14010000/14017707-1.jpg
382|Arnydog / Свитер для собаки/худи для собак /одежда для животных /свитер для мелких и средних пород|Arnydog|свитер|унисекс||Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|XS,XXS,28,18;S,XS,34,20;M,SM,38,25;L,MD,42,30;XL,LG,48,35;|красный|Россия|929|images.wbstatic.net/c516x688/new/17100000/17100915-1.jpg
383|Тузик / Дождевик для самки Русский спаниель|Тузик|комбинезон|самка||Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Русский спаниель,Русский спан.,72-74,64-69,39-40,49,47-49;||Россия|1500|images.wbstatic.net/c516x688/new/15990000/15994295-1.jpg
384|LITTLE BRO / Свитер для собак и кошек мелких пород|LITTLE BRO|||для мелких пород; для средних; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|25,m,25;30,l,30;|красный||1500|images.wbstatic.net/c516x688/new/18920000/18925582-1.jpg
385|Dogs Bomba / Утепленный жилет для собак с капюшоном|Dogs Bomba|жилет|унисекс|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|1,1,24-28,20-24,20-22;2,2,28-34,26-30,24-26;3,3,32-39,28-32,25-27;4,4,32-40,28-32,28-31;5,5,50-57,34-38,30-33;6,6,40-48,33-36,33-37;7,7,54-62,36-40,38-41;8,8,45-52,36-40,38-42;|золотистый||2390|images.wbstatic.net/c516x688/new/16680000/16681097-1.jpg
386|Yoriki / Комбинезон для собак Кролики (самец,самка)|Yoriki|комбинезон|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|синий|Россия|1989|images.wbstatic.net/c516x688/new/12110000/12114807-1.jpg
387|ГЮ-ВАС / Жилет зимний "СЭММИ" для йорка, утепленный|ГЮ-ВАС|жилет|унисекс|для маленьких и средних пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS,1,30-34,20-22,23;XS1,2,38-42,26-28,26;XS2,3,40-44,30-32,29;|||2600|images.wbstatic.net/c516x688/new/16210000/16214414-1.jpg
388|Любимый хвостик / Толстовка с копюшоном для кошек, собак мелкой породы|Любимый хвостик|толстовка|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|30,L,30;|серый, белый||2495|images.wbstatic.net/c516x688/new/15970000/15973219-1.jpg
389|DOGMODA / Зимний комбинезон для крупных пород|DOGMODA|комбинезон|самка|для крупных пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|64,64,104,73,64;|темно-бордовый|Россия|3500|images.wbstatic.net/c516x688/new/16790000/16791129-1.jpg
390|Dogs Bomba / Зимний комбинезон для собак "Леди" девочка|Dogs Bomba|комбинезон|самка|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|2,2,28-34,26-30,24-26;3,3,32-39,28-32,25-27;4,4,32-40,28-32,28-31;5,5,50-57,34-38,30-33;6,6,40-48,33-36,33-37;|синий, розовый|Украина|3490|images.wbstatic.net/c516x688/new/18270000/18277525-1.jpg
391|ForMyDogs / Свитер для собак красно-белый|ForMyDogs|свитер|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;|красный, белый|Китай|1383|images.wbstatic.net/c516x688/new/14690000/14696383-1.jpg
392|Royal Dog / Трикотажный костюм для собак, унисекс|Royal Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,S,20;25,M,25;30,L,30;|желтый||5754|images.wbstatic.net/c516x688/new/16680000/16689140-1.jpg
393|Arnydog / Толстовка для собак/платье для животных /зимняя одежда для животных|Arnydog|пальто|самец; самка; унисекс|для мелких и средних пород; для средних; малый; мелкие|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|XS,XS,28,18;S,S,34,20;M,M,38,25;L,L,42,30;XXL,XXL,52,40;|серый|Россия|1500|images.wbstatic.net/c516x688/new/13210000/13216425-1.jpg
394|LuckyDogMsk / Попона для собак|LuckyDogMsk|Попона для собак|унисекс|для крупных и средних пород|Российский размер;Размер производителя;Длина спины, в см;|25,XS,25;30,S,30;35,M,35;40,L,40;45,XL,45;50,2XL,50;55,3XL,55;|красный, серый|Россия|2790|images.wbstatic.net/c516x688/new/18200000/18206967-1.jpg
395|ForMyDogs / Зимний комбинезон для собак синий (мальчики)|ForMyDogs|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|синий||4138|images.wbstatic.net/c516x688/new/18990000/18997615-1.jpg
396|ForMyDogs / Свитер для собак Снежинки|ForMyDogs|свитер|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,8-10,32,24;11,10-12,36,27;13,12-14,40,30;14,14-16,44,33;15,16-18,48,36;16,18-20,52,39;|синий|Китай|1506|images.wbstatic.net/c516x688/new/10080000/10082971-1.jpg
397|ДжекиДог / Комбинезон "Зимние синие узоры"|ДжекиДог|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XL-мелкие,21,40-60,34-48,36;XS-мелкие,14,28-48,24-40,25;XXL-мелкие,22,40-66,36-50,39;XXS-мелкие,12,26-44,24-32,23;|синий, голубой|Россия|4790|images.wbstatic.net/c516x688/new/8880000/8880128-1.jpg
398|ForMyDogs / Зимний комбинезон для собак синий в клетку (мальчики)|ForMyDogs|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|синий||5168|images.wbstatic.net/c516x688/new/16000000/16008682-1.jpg
399|Тузик / Теплый на флисе для самки|Тузик|комбинезон|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Бультерьер,Бультерьер,79-80,70-72,47-48,53,49-52;||Россия|3600|images.wbstatic.net/c516x688/new/17580000/17580143-1.jpg
400|ДжекиДог / Комбинезон дождевик переноска МП|ДжекиДог|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XS-мелкие,14,28-48,24-40,25;XXS-мелкие,12,26-44,24-32,23;|синий|Россия|4690|images.wbstatic.net/c516x688/new/11970000/11978719-1.jpg
401|Yoriki / Попона|Yoriki|жилет|самец; самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|24,24,37-38,29-30,24;28,28,46-47,31-32,30;32,32,49-50,37-38,32;|синий|Россия|1680|images.wbstatic.net/c516x688/new/9210000/9212070-1.jpg
402|ForMyDogs / Костюм для собак велюровый|ForMyDogs|комбинезон|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|8,8,27,21;9,10,32,24;10,10Chh,34,24;11,12,36,27;12,12Chh,38,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;|светло-бирюзовый|Китай|2715|images.wbstatic.net/c516x688/new/11280000/11287679-1.jpg
403|DOGMODA / Куртка велюровая Хоум|DOGMODA|куртка|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|1,S,33,21,20;2,M,39,25,24;2,2,39,25,24;3,L,45,29,28;|серый|Россия|790|images.wbstatic.net/c516x688/new/7640000/7649266-1.jpg
404|ForMyDogs / Комбинезон для собак девочек|ForMyDogs|комбинезон для собак|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|бордовый|Китай|4842|images.wbstatic.net/c516x688/new/17990000/17999037-1.jpg
405|ForMyDogs / Комбинезон для собак|ForMyDogs|комбинезон|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;|синий|Китай|6554|images.wbstatic.net/c516x688/new/18820000/18827914-1.jpg
406|Arnydog / Толстовка для собак "Звезда" розовая|Arnydog|толстовка|унисекс||Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|XS,XS,28,18;S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;|розовый|Россия|622|images.wbstatic.net/c516x688/new/17100000/17100922-1.jpg
407|Happy Puppy / Дождевик "Стрит Таун"|Happy Puppy|комбинезон|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M,2,39,25,24;L,3,45,29,28;XL,4,52,33,32;|светло-серый|Россия|1700|images.wbstatic.net/c516x688/new/14600000/14600910-1.jpg
408|DOGMODA / Комбинезон "Прогулочный"унисекс-2|DOGMODA|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|1,S,33,21,20;1,1,33,21,20;2,M,39,25,24;3,L,45,29,28;3,3,45,29,28;4,XL,52,33,32;4,4,52,33,32;|голубой|Россия|1500|images.wbstatic.net/c516x688/new/3990000/3998379-1.jpg
409|Тузик / Теплый на флисе для самки|Тузик|комбинезон|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Вельш-корги,Вельш-корги,52-54,46-48,32-36,46,32;Вест,вест,54-58,51-53,33-37,34-40,34-35;Бультерьер,Бультерьер,79-80,70-72,47-48,53,49-52;Лабрадор,лабрадор,87-94,74-81,50-61,61-65,59-69;Мопс,мопс,60,53,43,30,34-36;Пекинес,Пекинес,51-53,45-46,36,37-40,29-32;Йорк 2,Йорк 2,38-39,34,28-29,31,27;Такса кроличья,Такса крол.,46-47,39-40,32-33,35,26;Такса средняя,Такса средняя,50-52,45,36,41-42,28;Уиппет,уиппет,63,43-45,36-37,50-51,58;Цвергшнауцер,Цверг,57-58,48-51,34-35,37,39-40;|фиолетовый|Россия|2050|images.wbstatic.net/c516x688/new/8800000/8806471-1.jpg
410|ForMyDogs / Зимний комбинезон для таксы (девочка)|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|1,TM1,40,34;2,TM2,43,39;3,TC1,52,44;4,TC2,55,49;|красный, серый|Китай|4022|images.wbstatic.net/c516x688/new/10300000/10301408-1.jpg
411|Любимый хвостик / Толстовка для кошек, собак мелкой породы|Любимый хвостик|толстовка||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,S,20;|розовый||1500|images.wbstatic.net/c516x688/new/15970000/15973207-1.jpg
412|Royal Dog / Демисезонный костюм для собак на флисе, Swarovski, унисекс|Royal Dog||унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;30,M,30;35,L,35;|синий||1500|images.wbstatic.net/c516x688/new/15700000/15707577-1.jpg
413|Dogs Bomba / Зимний комбинезон "LOVE" такса|Dogs Bomba||унисекс|для всех пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|1Т,1Т,46,38,38;2Т,2Т,52,40,40;3Т,3Т,46,44,40;4Т,4Т,58,47,44;5Т,5Т,66,50,48;|коралловый||3690|images.wbstatic.net/c516x688/new/16660000/16662788-1.jpg
414|ForMyDogs / Комбинезон для вельш корги мальчик|ForMyDogs|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|5,K39,58,41;6,K43,62,45;7,K47,67,49;|голубой|Китай|1500|images.wbstatic.net/c516x688/new/11060000/11064012-1.jpg
415|LaIra / жилетка "Крокодил" утепленная мальчик|LaIra|жилет|самец||Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|5,5,46,28;|бордовый|Россия|1500|images.wbstatic.net/c516x688/new/15490000/15492758-1.jpg
416|Arnydog / Толстовка для собак/худи для собак /одежда для животных /толстовка для мелких и средних пород|Arnydog|толстовка|унисекс|для мелких и средних пород; для средних; малый|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;XXL,XXL,52,40;|синий|Россия|1500|images.wbstatic.net/c516x688/new/17870000/17875446-1.jpg
417|ДжекиДог / Теплый комбинезон из водоотталкивающего материала на флисовом подкладе|ДжекиДог|комбинезон|самец||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XL-мелкие,21,40-60,34-48,36;XS-мелкие,14,28-48,24-40,25;XXL-мелкие,22,40-66,36-50,39;XXS-мелкие,12,26-44,24-32,23;|синий, голубой|Россия|4790|images.wbstatic.net/c516x688/new/14490000/14497368-1.jpg
418|LuckyDogMsk / Куртка для животных|LuckyDogMsk|Куртка для животных|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|20,2XS,20;25,XS,25;30,S,30;35,M,35;40,L,40;45,XL,45;50,2XL,50;55,3XL,55;|зеленый, голубой|Россия|3790|images.wbstatic.net/c516x688/new/18230000/18238563-1.jpg
419|LuckyDogMsk / Куртка для животных|LuckyDogMsk|куртка|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|25,XS,25;30,S,30;35,M,35;40,L,40;45,XL,45;50,2XL,50;55,3XL,55;|черный, синий|Россия|3790|images.wbstatic.net/c516x688/new/18200000/18209886-1.jpg
420|Тузик / Мембрана на флисе для самки Бигль|Тузик|комбинезон|самка||Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Бигль,Бигль,67-68,58-60,44-48,45,42-44;||Россия|4150|images.wbstatic.net/c516x688/new/17570000/17578976-1.jpg
421|Тузик / Теплый на флисе (сука)|Тузик|комбинезон|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Американский кокер,Амер к/с,65-67,58-60,37-40,43-44,44-46;Бигль,бигль,67-68,58-60,44-48,45,42-44;Боксер,Боксер,82-84,64-66,50-52,60-62,61-63;Китайская хохлатая,Кит.хохл,46-48,39-42,26,36-37,37-39;Джек рассел,джек рассел,55-57,46-47,36,36-40,37;Пинчер,пинчер,53-54,44-48,30-31,31-33,38-39;Йорк 1,Йорк 1,36-37,32,22,25-26,23-24;Скотч,Скотч,59-62,51-52,37-39,35-37,34-36;Французский бульдог,французский б-г,63-68,55-57,46-50,36-40,39-40;Той-терьер,той-терьер,34-37,31-32,21-24,26-27,24;Ши-тцу,ши-тцу,51-58,46-49,30-36,33-36,28-32;Шпиц,шпиц,45,40-42,31,30,27-29;|фиолетовый|Россия|3950|images.wbstatic.net/c516x688/new/9430000/9437804-1.jpg
422|ForMyDogs / Дождевик для крупных собак "Камуфляж" синий (мальчики)|ForMyDogs|дождевик|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;29,D2,100,75;30,D3,105,80;|синий, голубой|Китай|5217|images.wbstatic.net/c516x688/new/18640000/18647795-1.jpg
423|Doggy Boom / Осенний комбинезон для собак без воротника "Нимбус"|Doggy Boom|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S,S,18-26,14-16,26;M,M,20-28,14-20,32;L,L,28-36,16-22,37;XL,XL,30-38,18-28,41;|синий, желтый|Россия|2435|images.wbstatic.net/c516x688/new/15350000/15359513-1.jpg
424|Dogs Bomba / Зимний комбинезон для собак "LOVE"|Dogs Bomba|комбинезон|самец; унисекс|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|3,3,32-39,28-32,25-27;4,4,32-40,28-32,28-31;6,6,40-48,33-36,33-37;8,8,45-52,36-40,38-42;9,9,54-60,36-40,41-44;|камуфляж||3690|images.wbstatic.net/c516x688/new/16660000/16660166-1.jpg
425|DOGMODA / Зимний комбинезон для крупных пород|DOGMODA|комбинезон|самец|для крупных пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|64,64,104,73,64;|cине-морской|Россия|3500|images.wbstatic.net/c516x688/new/16790000/16791128-1.jpg
426|LuckyDogMsk / Жилет "Токио"|LuckyDogMsk|жилет|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина по спинке, в см;|XS,2XS,36-44,26,25.5;S,M,40-50,28,29;L-мелкие,L,44-48,28-30,33-37;M-мелкие,S,40-44,25-27,28-32;S-мелкие,XS,36-40,22-24,23-27;XL-мелкие,XL,52-56,31-32,38-42;|желтый, антрацитовый, серый||1950|images.wbstatic.net/c516x688/new/13980000/13984723-1.jpg
427|Dogs Bomba / Зимний комбинезон "LOVE" такса|Dogs Bomba||унисекс|для всех пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|1Т,1Т,46,38,38;2Т,2Т,52,40,40;3Т,3Т,46,44,40;4Т,4Т,58,47,44;5Т,5Т,66,50,48;|красный||3690|images.wbstatic.net/c516x688/new/17870000/17875110-1.jpg
428|Орлова Екатерина / Свитер для мелких пород собак/кошек|Орлова Екатерина|свитер|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;|синий|Россия|1100|images.wbstatic.net/c516x688/new/9570000/9578495-1.jpg
429|Ludwik Kraft / Комбинезон "Аляска" для самки|Ludwik Kraft|комбинезон для собак|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина по спинке, в см;|M,M,38-40,28-29,28-29;M+,M+,41-43,30-31,30-31;||Беларусь|3300|images.wbstatic.net/c516x688/new/17910000/17914015-1.jpg
430|Doggy Boom / Осенний комбинезон для крупных собак "Доберман, Лабрадор"|Doggy Boom|комбинезон|унисекс|для крупных пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|L-бульдог,8,34-50,18-32,38;XL-бульдог,10,36-55,20-34,41;|голубой, черный, белый|Россия|2545|images.wbstatic.net/c516x688/new/15300000/15300029-1.jpg
431|bananadog / Худи для собаки|bananadog|толстовка|кабель|для маленьких и средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;Длина молнии, в см;|XXS,XXS,32,24,20,15;XS,XS,40,29,25,20;S,S,50,34,35,27;S/V1,S/V,55,42,35,24;S/V1,S/V1,55,42,35,24;S/V2,S/V2,60,50,35,26;S/M,S/M,55,37,40,30;M,M,60,41,45,31;L,L,70,48,50,37;L/V,L/V,75,54,50,38;XL,XL,80,58,55,41;XXL,XXL,85,60,65,48;XXXL,XXXL,100,70,70,51;М/V,M/V,65,50,40,30;|черный|Россия|2500|images.wbstatic.net/c516x688/new/11000000/11000710-1.jpg
