id|Title|Brand|Type|Sex|Size|SizeParams|SizeArray|Color|Country|Price|Image
824|ForMyDogs / Попона для собак с капюшоном|ForMyDogs|Попона для собак|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;16,20,52,39;17,22,56,42;|фиолетовый||3521|images.wbstatic.net/c516x688/new/18640000/18641448-1.jpg
825|Орлова Екатерина / Свитер для мелких пород собак /кошек|Орлова Екатерина|свитер|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;XL,XL,50,32,33;|синий|Россия|1000|images.wbstatic.net/c516x688/new/10860000/10869692-1.jpg
826|Yoriki / Комбинезон от грязи для собак Синий (самец)|Yoriki|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|синий|Россия|1866|images.wbstatic.net/c516x688/new/11780000/11784400-1.jpg
827|стиль Д / Куртка / Попона для средних пород собак|стиль Д|попона|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|34-62,34(62),62,34-48,34;40-70,40(70),70,34-44,40;40-76,40(76),76,44-70,40;43-72,43(72),72,36-46,43;|винный|Россия|8100|images.wbstatic.net/c516x688/new/15780000/15786647-1.jpg
828|ДжекиДог / Комбинезон на подкладке МП|ДжекиДог|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XL-мелкие,21,40-60,34-48,36;XS-мелкие,14,28-48,24-40,25;XXL-мелкие,22,40-66,36-50,39;XXS-мелкие,12,26-44,24-32,23;|розовый, синий|Россия|2690|images.wbstatic.net/c516x688/new/11150000/11152631-1.jpg
829|Mellingward / Свитер для собаки меланжевый, синий|Mellingward|свитер||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|35,35,35;||Китай|1639|images.wbstatic.net/c516x688/new/17040000/17048937-1.jpg
830|Тузик / Комбинезон на флисе для самки Скотч-терьер|Тузик|комбинезон|самка||Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Скотч,Скотч,59-62,51-52,37-39,35-37,34-36;||Россия|2600|images.wbstatic.net/c516x688/new/14820000/14823595-1.jpg
831|Mellingward / Комбинезон для собак с джинсовой курточкой и красной рубашкой в клетку|Mellingward|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;||Китай|2966|images.wbstatic.net/c516x688/new/17020000/17023552-1.jpg
832|DOGMODA / Комбинезон "Релакс"|DOGMODA|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,2,39,25,24;3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|желтый|Россия|1500|images.wbstatic.net/c516x688/new/12790000/12791742-1.jpg
833|ДжекиДог / Комбинезон на флисе|ДжекиДог|комбинезон|самец||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XL-мелкие,21,40-60,34-48,36;XS-мелкие,14,28-48,24-40,25;XXL-мелкие,22,40-66,36-50,39;XXS-мелкие,12,26-44,24-32,23;|серый, синий, голубой|Россия|3590|images.wbstatic.net/c516x688/new/14490000/14496792-1.jpg
834|Mellingward / Комбинезон для собак "Камуфляж", на кнопках|Mellingward|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|40,XXL,40;||Китай|2736|images.wbstatic.net/c516x688/new/17020000/17023584-1.jpg
835|Тузик / Мембрана на флисе для кобеля Пудель малый|Тузик|комбинезон|самец||Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;Рост в холке, в см;|Пудель малый,Пуд.малый,55-57,48-51,35,41,43-44;||Россия|1500|images.wbstatic.net/c516x688/new/16920000/16920142-1.jpg
836|Mellingward / Комбинезон для собак "Радуга" с капюшоном, на кнопках|Mellingward|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|40,XL,40;||Китай|1500|images.wbstatic.net/c516x688/new/17020000/17020618-1.jpg
837|Yoriki / Комбинезон для собак Божья коровка х/б (самка)|Yoriki|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|красный|Россия|1989|images.wbstatic.net/c516x688/new/12110000/12114810-1.jpg
838|ForMyDogs / Одежда для собак - комбинезон для Таксы девочки|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|1,TM1,40,34;2,TM2,43,39;3,ТС1,52,44;4,ТС2,55,49;|фиолетовый|Китай|3950|images.wbstatic.net/c516x688/new/10540000/10542752-1.jpg
839|ForMyDogs / Зимний комбинезон для собак черно-красный (девочки)|ForMyDogs||самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|красный, черный||5283|images.wbstatic.net/c516x688/new/16630000/16639412-1.jpg
840|ДжекиДог / Комбинезон на флисе|ДжекиДог|комбинезон|самец||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XL-мелкие,21,40-60,34-48,36;XS-мелкие,14,28-48,24-40,25;XXL-мелкие,22,40-66,36-50,39;XXS-мелкие,12,26-44,24-32,23;|серый, синий, голубой|Россия|3590|images.wbstatic.net/c516x688/new/14490000/14496792-1.jpg
841|zafira&grend / Пижама для собак/ Костюм для собак|zafira&grend|костюм|самец; самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS,XS,28-30,20-21,21-22;M,M,38-40,28-29,28-29;L,L,43-45,30-31,33-34;|бирюзовый, черный|Россия|1500|images.wbstatic.net/c516x688/new/18340000/18344056-1.jpg
842|КУЗеР мода / Комбинезон утепленный с отделкой искусственным мехом для мелких пород собак (самка)|КУЗеР мода|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;Обхват живота, в см;|3,3,36-43,25-29,27-28,33-37;|розовый, черный|Россия|5535|images.wbstatic.net/c516x688/new/8930000/8937914-1.jpg
843|ForMyDogs / Дождевик для собак мальчиков Камуфляж|ForMyDogs|дождевик|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|голубой|Китай|3920|images.wbstatic.net/c516x688/new/13710000/13712414-1.jpg
844|Yoriki / Комбинезон Парижанка|Yoriki|комбинезон|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|серый|Россия|2365|images.wbstatic.net/c516x688/new/9010000/9014153-1.jpg
845|GavGavStyle / Толстовка|GavGavStyle|толстовка|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|25,2,25;|черный||1780|images.wbstatic.net/c516x688/new/14460000/14465812-1.jpg
846|ForMyDogs / Зимний комбинезон для таксы мальчик|ForMyDogs||самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|1,TM1,40,34;2,TM2,43,39;3,TC1,52,44;4,TC2,55,49;|черный, серый||3986|images.wbstatic.net/c516x688/new/10300000/10301407-1.jpg
847|Arnydog / Толстовка для собак/одежда для животных /худи для собак /толстовка для животных для мелких пород|Arnydog|толстовка|унисекс|для мелких и средних пород; для средних; малый|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;XXL,XXL,52,40;|голубой|Россия|675|images.wbstatic.net/c516x688/new/13250000/13257794-1.jpg
848|Mellingward / Куртка для собак с капюшоном "Цветы"|Mellingward|куртка||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|30,L,30;|голубой|Китай|3195|images.wbstatic.net/c516x688/new/17020000/17027589-1.jpg
849|Yoriki / Платье-пачка|Yoriki|платье||для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,L,41-47,27-31,28;M-мелкие,M,35-42,23-28,24;S-мелкие,S,29-36,20-24,20;XL-мелкие,XL,46-53,30-34,32;|розовый|Россия|1950|images.wbstatic.net/c516x688/new/10840000/10844587-1.jpg
